id,track_title,track_description,bpm,duration,album_title,library_name,composer,genre,additional_genres,apm_release_date
JW_JW_2358_00701,Gathering Facts,"A mysterious and dramatic orchestral / synty hybrid cinematic soundscape for action, adventure and the ominous unknown, featuring repeating metallic tones of hang drum, ambient string and synth pads and the dark chugging of low strings for a sense of fear and foreboding",75,127,Journey,JW Media Music,Claire Batchelor,1227,2031,02/05/2025
JW_JWV_0108_00301,Strange Imagination - Remastered,An orchestra takes us on a tense journey of suspense and intrigue.,117,96,JW VAULT - VOL. 5,JW Vault Collection,Simon May,1111,3906,02/01/2017
JW_JWV_0123_00701,Slapstick Comedy,"This humorous track features a trombone with plenty of big glissandi. Pizzicato strings, muted trumpets and chromatic winds add to the quirkiness.",120,70,BEGINNINGS AND ENDINGS,JW Vault Collection,Ronald Hanmer,1111,3906,04/26/2017
JW_JWV_0129_00401,Orchestra Tuning Up - Remastered,An standard tutti orchestra tune up beginning with an Oboe 'A'. Woodwind scales embellish the typical string tuning.,91,20,JW VAULT VOL. 19,JW Vault Collection,Len Stevens,1363,,04/26/2017
JW_JWV_0133_00101,State Ball - Remastered,This light and elegant track moves slowly in the classical Minuet style. A flute solo in the middle gives both timbral and textural variety.,135,99,ROYAL HOUSE 2,JW Vault Collection,Paul Fenoulhet,1120,2174;3906,04/26/2017
JW_JWV_0152_00101,Trolley Car - Remastered,"A vintage, playful and upbeat orchestral track with strings and percussion.",134,159,JW VAULT VOL. 35,JW Vault Collection,Alfred Merlin,1276,,07/19/2017
JW_JWV_0188_00701,Asiatic Temple,"A dark, ominous percussive track with a disturbing tone.",113,153,JW VAULT VOL. 60,JW Vault Collection,Heinrich Feischner,1222,,01/17/2018
JW_JWV_0204_00401,Bang! Bang! Bang! - Remastered,"Uplifting and humorous orchestral track, let by woodwinds and brass. Woodwinds, Brass, Snare Drum, Tuba, Trumpete.",158,71,JW VAULT VOL. 74,JW Vault Collection,Fredric Bayco,1222,,02/28/2018
JW_JWV_0206_00301,Tipsy Duck Short - Remastered,"Humorous, feel good orchestral track led by woodwinds and brass. Woodwinds, Brass.",134,14,JW VAULT VOL. 76,JW Vault Collection,Ronald Hanmer,1222,,02/28/2018
JW_JWV_0207_00101,Oops! - Remastered,"Mysterious and suspenseful orchestral track led by woodwinds and brass. Woodwinds, Brass, Cymbals, Snare Drum.",146,65,JW VAULT VOL. 77,JW Vault Collection,Bruce Campbell,1222,,02/28/2018
JW_JWV_0211_00301,Train Call - Remastered,"Intense and fast paced orchestral track led by woodwinds, supported by a snare drum. Snare Drum, Percussion, Woodwinds.",115,124,JW VAULT VOL. 81,JW Vault Collection,Ronald Binge,1222,,04/11/2018
JW_JWV_0212_01401,Trapezist,"Soft Orchestral Track led by a Sweet, Innocent and Tender melody played by an Oboe and a Flute. Brass, Woodwinds, Flute, Oboe.",137,14,JW VAULT VOL. 82,JW Vault Collection,Ronald Binge,1222,,04/11/2018
JW_JWV_0220_00201,Scared Stiff - Remastered,"Suspenseful and fearful orchestral track featuring brass, strings, percussion and a Snare Drum.",93,52,JW VAULT VOL.90,JW Vault Collection,Ronald Hanmer,1222,,05/23/2018
JW_JWV_0221_00601,Four Short Hurry Bridges 2 - Remastered,"Short orchestral bridge featuring woodwinds, strings and brass.",153,13,JW VAULT VOL.91,JW Vault Collection,Paul Fenoulhet,1222,,05/23/2018
JW_JWV_0234_00501,Barren Lands,"A suspenseful, filmic orchestral track from the JW archives.",112,92,JW VAULT VOL. 104,JW Vault Collection,Cedric Palmer,1222,,07/11/2018
JW_JWV_0238_00501,Twelve Links 4 - Remastered,A descending orchestral link from the JW archives.,133,14,JW VAULT VOL. 108,JW Vault Collection,Paul Fenoulhet,1222,,07/11/2018
JW_JWV_0244_00401,New Town March,"Orchestral track featuring strings, brass and Drums.",173,171,JW VAULT VOL. 114,JW Vault Collection,Harry Dexter,1222,2057,07/11/2018
JW_JWV_0263_00201,Variety Effects And Fanfares 1 - Remastered,Archive recordings. Victorious brass/fanfare link.,123,8,JW VAULT VOL. 130,JW Vault Collection,Ronald Hanmer,1222,2094,09/26/2018
JW_JWV_0288_01201,Long Fellow,"Archive recordings. Vintage orchestral theme with comical trumpet, playful woodwinds and confident strings.",111,63,JW VAULT VOL. 153,JW Vault Collection,Cedric Palmer,1222,,01/09/2019
JW_JWV_0298_00401,Love Behind The Tent - Remastered,Archive recordings. Vintage orchestral theme with romantic strings and loving woodwinds rising. Epic romance.,114,79,CIRCUS SUITE,JW Vault Collection,Alexander Szlatinay,1222,,01/09/2019
JW_JWV_0299_00401,Face Of Sorrow - Remastered,Archive recordings. Vintage orchestral theme with dramatic strings. Painful and sad.,100,94,JW VAULT VOL. 160,JW Vault Collection,Ludo Philipp,1222,,01/09/2019
JW_JWV_0322_00301,West African Dance - Remastered,Archive recordings. Vintage ethnic theme featuring percs and beautiful acoustic guitar melody. African influenced. Happy and delicate.,110,159,JW VAULT VOL. 168,JW Vault Collection,Frederick Phillips,1186,,02/20/2019
JW_JWV_0355_00201,A La Miller - Remastered,"Archive recordings. Vintage jazzy theme with smooth woodwinds, playful mallets and light brushes. Warm and seductive.",120,94,JW Vault - Swing Out Sister,JW Vault Collection,Sam Fonteyn,1248,,01/22/2020
JW_JWV_0380_04501,Tender Surrender,Archive recordings. Vintage orchestral theme with romantic strings and beautiful woodwinds. Tender and sentimental.,129,97,JW Vault - Journey All Around,JW Vault Collection,Leslie Stratham,1222,,07/08/2020
JW_JWV_0386_00401,Sombre Parade - Remastered,Archive recordings. Vintage orchestral theme featuring confident strings and solemn woodwinds. Somber parade.,120,111,JW Vault - International Espionage,JW Vault Collection,Heinrich Feischner,1222,,08/19/2020
JW_JWV_0390_01401,Tranquility After The Storm,Archive recordings. Vintage theme featuring delicate flute and harp. Romantic with a pastoral vibe.,123,71,JW Vault - Contemporary Jazz 1,JW Vault Collection,Johnny Hawksworth,1274,2057,08/19/2020
JW_JWV_0393_11301,Drama Unlimited 13,Archive recordings. Vintage epic orchestral drama link.,151,13,JW Vault - Comedy And Drama Shorts,JW Vault Collection,Ronald Hanmer,1222,,09/30/2020
JW_JWV_0393_12401,Nine Bridges - Light Dramatic 9,Archive recordings. Vintage orchestral light dramatic and disturbed link.,82,12,JW Vault - Comedy And Drama Shorts,JW Vault Collection,Ivor Slaney,1222,,09/30/2020
JW_JWV_0396_01201,On Top Of The World,"Archive recordings. Vintage orchestral theme featuring confident strings, dynamic drums and playful woodwinds. Happy and upbeat.",122,165,JW Vault - Mainly Melodic,JW Vault Collection,Alan Perry,1222,,01/13/2021
JW_JWV_0397_03301,The Last Post,Archive recordings. Vintage orchestral horn. Slow and solemn.,133,83,JW Vault - Military Band,JW Vault Collection,James Howe,1285,,01/13/2021
JW_JWV_0401_01101,The Unknown Dimension 3 - Remastered,Archive recordings. Vintage horror theme with percs and sound elements. Eerie and menacing.,112,54,JW Vault - Bob Downe's New Sounds,JW Vault Collection,Robert Downes,1363,2083,01/13/2021
JW_JWV_0401_01901,Floating Shapes 1,Archive recordings. Vintage sound and music elements. Sparse. Weird and curious.,99,71,JW Vault - Bob Downe's New Sounds,JW Vault Collection,Robert Downes,1364,2083,01/13/2021
JW_JWV_0404_00201,Lower Down - Remastered,Archive recordings. Vintage funk theme with slow and beautiful flute. Calm and warm.,154,180,JW Vault - Face Of Funk,JW Vault Collection,Derek Austin,1232,,01/13/2021
JW_JWV_0408_02401,Swing Easy,Archive recordings. A warm and reflective theme from the 1970s. Poignant trumpets create a sentimental feel over a wandering bassline and drums.,118,143,JW Vault - At Your Leisure,JW Vault Collection,Paul Lewis,1274,,02/24/2021
JW_JWV_0414_01701,Take That,Archive recordings. Cool 70s funk with a determined attitude.,115,204,JW Vault - Double Trouble,JW Vault Collection,Geoffrey Bastow,1232,2085,04/07/2021
JW_JWV_0417_01401,Two Thousand And Three - Remastered,"Archive recordings. Kitsh retro sci-fi theme played on 70s synths, brass and harpsichord.",143,51,JW Vault - Identikit,JW Vault Collection,George Fenton,1164,2083,04/07/2021
JW_JWV_0417_02601,Hurry Man - Remastered,Archive recordings. Acoustic guitars with shakers and chimes.,162,105,JW Vault - Identikit,JW Vault Collection,George Fenton,1213,2085,04/07/2021
JW_JWV_0418_04701,Tense Impression 2,Archive recordings. A mysterious and sinister tension underscore.,147,43,JW Vault - Wide Repercussions,JW Vault Collection,Johnny Dean,1360,2083,04/07/2021
JW_JWV_0418_06501,Large Scale Maneuvers,Archive recordings. Imposing and martial drum theme.,119,97,JW Vault - Wide Repercussions,JW Vault Collection,Eric Allen,1222,2083,04/07/2021
JW_JWV_0419_05201,Depth Of Field 4,Archive recordings. A flowing cello theme with lots of emotion.,91,38,JW Vault - Photo-Fit,JW Vault Collection,George Fenton,1222,,04/07/2021
JW_JWV_0420_03701,Clarinet 1,Archive recordings. A melancholy clairnet theme.,151,114,JW Vault - Tradewinds Red,JW Vault Collection,Jim Parker,1116,3906,04/07/2021
JW_JWV_0422_00901,Romantic Fantasy 1 - Remastered,Archive recordings. A romantic track with a retro-electro feel. Emotional and kitsch.,152,147,JW Vault - Electric Light,JW Vault Collection,John Tyssen,1346,2085,05/19/2021
JW_JWV_0430_06301,Solo Piano - Keyboard Rhapsody,Archive recordings. A solo piano plays a bright and uplifting classical piece,159,78,JW Vault - Echoes Of The Masters,JW Vault Collection,Kathleen Crees,1110,,07/07/2021
JW_JWV_0448_02201,Continental Reggae,"This kitsch track has an easy-going reggae rhythm, with piano, steel guitar and drums.",112,192,JW Vault - Free Living,JW Vault Collection,Derek Austin,1232,2084,09/29/2021
JW_JWV_0452_01301,Reflections In The Rain,"This dramatic track is full of attitude and suspense, with strings, drums, flute and distorted synth keyboards.",161,262,JW Vault - Further Faces,JW Vault Collection,Derek Austin,1248,2083,09/29/2021
JW_JWV_0453_01901,Les Deux Casse Noisettes,"A whimsical and wacky comedy track with a jolly brass lead and busy piano. Happy and energetic, with an uplifting key change towards the end.",109,137,JW Vault - More Than Somewhat,JW Vault Collection,Ray Davies,1275,2022,11/10/2021
JW_JWV_0454_01801,Janelle,Whimsical and energetic jazz piece with a light and playful tone. Bright and warm.,84,144,JW Vault - The Rough With The Smooth,JW Vault Collection,Geoffrey Bastow,1248,2083,11/10/2021
JW_JWV_0484_01901,Reverie,Warm and melodic woodwinds play a romantic tune over languid strings. Optimistic and sweet.,50,182,Pastoral Moods,JW Vault Collection,Francis Chagrin,1226,,05/11/2022
JW_JWV_0503_00401,Eternal Optimist 1 - Remastered,A positive light rock track with an authentic 1980's feel. Uplifting guitars with electronic drums and synth.,,156,JW Vault - Sound On Sound,JW Vault Collection,Ray Russell,1274,2131,08/03/2022
JW_JWV_0508_02401,Man Alive - Remastered,A bold and bright brass led track with soaring fanfares over light rhythms. Fun and lightly comedic.,,63,JW Vault - This Sporting Life,JW Vault Collection,Don Harper,1274,1919,08/03/2022
JW_JWV_0514_00901,Mars Bars 2 - Remastered,A retro sci-fi track with smooth synth lines and drums. Kitsch and fun.,,157,JW Vault - Power Supply,JW Vault Collection,Derek Austin,1274,,08/03/2022
JW_JWV_0519_03301,Undercurrent 6,"Electronic, ambient synths with tension and atmosphere",101,143,UNDERCURRENTS,JW Vault Collection,Tim Cross,1124,2169,03/15/2017
KAPT_KAPT_0001_03801,Nightly Conundrum (Underscore),"Underscore. Symphonic Orchestra. Shaker, Strings & Classical Perc. Nocturnal & Enigmatic. Spying. US TV Series.",80,115,DRAMEDY STORY,Kaptain,Thomas Parisch,1222,,10/26/2016
KAPT_KAPT_0002_04701,Family Story (30s),"Orchestral. TV Series & Comedy. Charming & Carefree. Flute Ensemble, Pizzicato, Bassoon & Classical Perc.",89,29,HOUSEWIVES INVESTIGATION,Kaptain,David Pasini,1222,2169,10/26/2016
KAPT_KAPT_0003_03001,I Feel Free (30s),"Nature/Landscape. Tender & Peaceful. Catchy Folk Guitars, Touching Piano & Bouncy Acoustic Rhythm.",63,29,IN THE COUNTRY,Kaptain,Erazoff,1172,1979;2034,10/26/2016
KAPT_KAPT_0004_04401,Sad Story (Piano & Harp),"Orchestral. Piano & Harp. Sentimental, Moving & Lonely.",122,124,SORROWS OF LIFE,Kaptain,Xavier Berthelot,1222,,10/26/2016
KAPT_KAPT_0005_01701,Instr. Wherever You Go,"Top Reggae. US TV Seriess & Romantic Comedy. Catchy & Charming. Acoustic Guitar, Wurlitzer, Organ, Bass & Drums.",100,128,ROMANTIC POP SONGS [FEMALE VOCALS],Kaptain,David Ohana,1286,1991;2034,10/26/2016
KAPT_KAPT_0006_01001,Folk Fado,Portuguese Music. Vacation & Landscapes. Charming & Light. Duo Acoustic & Portuguese Guitar.,90,143,EUROPE TRADITIONAL FLAVORS,Kaptain,Andy Bryan,1379,,10/26/2016
KAPT_KAPT_0007_00601,La Guinguette,"Valse Musette. Carefree, Tender & Dancing. Accordion, Acoustic Guitars & Rhythm.",109,107,TOUR DE FRANCE,Kaptain,Kamel Baibout,1376,,10/26/2016
KAPT_KAPT_0008_01801,Wonderland,"Orchestral. Female Voice & Choirs. Strings, Flutes & Glockenspiel. Magical, Dreamy & Majestic.",80,104,JOURNEY IN WONDERLAND,Kaptain,Andrew Pearce,1222,,10/26/2016
KAPT_KAPT_0010_03301,Quando A Saudade (30s),Brazilian Bossa. Vacation & Relaxation. Intimate & Peaceful. Acoustic Guitars & Ethnic Perc.,81,29,GUITARS FROM IPANEMA,Kaptain,Luiz De Aquino Junior,1277,2169,10/26/2016
KAPT_KAPT_0017_02301,Maracana (30s),"Brazil, Samba. Electro-Batucada. Strong, Festive, Proud & Frenzied. Cuica, Whistle, Tympani, Perc Ensemble & Electro Beat. Party In The Grand Stands!",69,29,AO RITMO DO BRASIL,Kaptain,Stan Galouo,1277,2008;2046,10/26/2016
KAPT_KAPT_0019_03701,French Bashing (30s),Catchy Electro Rock. Punchy & Determined. Electric Guitar Riff With Aggressive & Punchy Rhythmic Synths.,98,29,LIVE TO ROCK,Kaptain,Erazoff,1134,1974;2008;2095;2131,10/26/2016
KAPT_KAPT_0022_02301,Tropical Forest (Short Vs),Ethnic. Africa. Nomad & Dreamy. Percussion & Synth.,98,31,SPIRIT OF AFRICA,Kaptain,Jean-Louis Viale,1367,,10/26/2016
KAPT_KAPT_0022_03101,Maloya Roots (Alt Vs),Music From Reunion Island. Large Spaces & Tribal Arts. Powerful & Obstinate. Djembe & Ethnic Perc Ensemble.,130,127,SPIRIT OF AFRICA,Kaptain,Andy Bryan,1376,,10/26/2016
KAPT_KAPT_0023_00801,Victorious Anthem,"Opening Ceremonies Or Finales. Majestic, Proud, Heroic, Inspiring & Triumphant. Symphonic Orchestra.",68,109,ORCHESTRAL VICTORIOUS ANTHEMS,Kaptain,Romain Paillot,1222,2034,10/26/2016
KAPT_KAPT_0023_05201,Homecoming Of The Victorious (30s),"Orchestral. Cinema & Adventure. Triumphant & Moving. Trumpet, Orchestra, Brass, Harp & Snare Roll.",100,29,ORCHESTRAL VICTORIOUS ANTHEMS,Kaptain,Thomas Parisch,1222,2034,10/26/2016
KAPT_KAPT_0025_01601,Victorious Day,"Symphonic Orchestra. Grandiose, Epic & Proud.",109,99,ADVENTURES GATE,Kaptain,Eric Loshouarn,1222,,10/26/2016
KAPT_KAPT_0025_02601,Adventures Gate (30s),Epic Orchestral Adventure. Eerie & Lively. Symphonic Orchestra & Piano.,103,29,ADVENTURES GATE,Kaptain,Davy Bernagoult,1222,1929;2034;3906,10/26/2016
KAPT_KAPT_0027_03101,Dancefloor (Instrumental),"Sensual, Sexy Electro Pop RnB. Synth. Langorous & Hypnotizing.",122,118,THIS IS CLUB,Kaptain,Alize Levy,1121,2008;2098;2169,12/07/2016
KAPT_KAPT_0029_09001,Tension Mounts (Rhythmic Only),"Electro-Acoustic Music. Police Series & Investigation. Suspense & Introspective. Electro Percus, Synth & Sound Design.",85,50,COMPLETE THE MISSION,Kaptain,Stephane Schott,1222,1933;2173,12/07/2016
KAPT_KAPT_0033_01201,Feeling The Vibe (Vocal),"Ska Song, Fun & Catchy. Sunny & Festive Atmosphere.",98,195,SHINY POP SONGS,Kaptain,Thierry Los,1286,1991;1992;2008,12/07/2016
KAPT_KAPT_0041_04601,Criminal Case (30s),Electro Ambient. Synth. Uneasy & Uncomfortable. Forensic & Investation Theme.,82,29,CRIME SCENE,Kaptain,Sam Mavrec,1222,1933;2169,12/07/2016
KAPT_KAPT_0041_04901,Secrets Revelation (30s),"Trip Hop. Investigation & Police Series. Suspenseful & Introspective. Piano, Synths, Electric Keyboard, Rhythm & Electronic Perc.",88,29,CRIME SCENE,Kaptain,Andrew Pearce,1222,1933;1937;1977;2034;2169,12/07/2016
KAPT_KAPT_0042_00301,Something Happens,"Orchestral. Glockenspiel, Synth, Strings & Electronic Perc. Suspense, Tenseeion & Questioning . Game Show, Contest. Clock Tiking!",81,108,DARK TENSION,Kaptain,Andy Nguyen Kim,1222,2169,12/07/2016
KAPT_KAPT_0042_03701,Pulsation (30s),"Electro Orchestra. Drama & Investigation. Suspenseful & Tensee. String Orchestra, Piano, Synths, Rhythm & Electronic Perc.",101,29,DARK TENSION,Kaptain,Romain Paillot,1222,1933;2034,12/07/2016
KAPT_KAPT_0052_02201,Special Events (Underscore),"Orchestral Big Beat. Trailer And Pursuit. Epic And Powerful. Orchestra, Choir, Synth, Classical Percussions And Rhythm.",120,90,BREAKING NEWS,Kaptain,David Ohana,1222,1934;2008;2034,10/11/2017
KAPT_KAPT_0052_03601,Breaking News (30s),"Information & News. Haunting, Tense & Cyclical. Strings, Brass, Piano & Rhythmic Electro.",120,29,BREAKING NEWS,Kaptain,Elisabeth Skornik,1222,,10/11/2017
KAPT_KAPT_0052_08401,Dirty Business (30s),"Dark Electro Music. Synth, Drums, Fx & Baritone. Suspense, Tension & Action. US TV Series, Investigation, Fingerprint Searches, CSI.",109,29,BREAKING NEWS,Kaptain,Christophe Moutot,1125,2046,10/11/2017
KAPT_KAPT_0056_03001,Global Warming (30s),Drama/Action. Punchy And Merciless. Moving Female Choir And Electro Sequences With Frenetic Dubstep And Acoustic Guitar.,85,30,CINEMATIC DUBSTEP TRAILERS,Kaptain,Matei Bratescot,1222,1942;2008;2034;2046,10/11/2017
KAPT_KAPT_0058_02801,Family Day Out (30s),"Orchestral. Dramedy & Entertainment. Catchy & Charming. Pizz, Oboe, Flute & Celesta.",120,30,KIDS STORY,Kaptain,Alain Mouysset,1222,,11/29/2017
KAPT_KAPT_0062_03201,Christmas Tree (30s),"Christmas Music, Lullaby. Tender, Charming & Childish. Symphonic Orchestra & Bells. An Evening In Front Of The Fireplace!",89,30,HAPPY MERRY CHRISTMAS,Kaptain,Alain Mouysset,1222,,11/29/2017
KAPT_KAPT_0063_01301,Stay With Me,Pop Rock Ballad. Cinematic & Poignant. Moving Electric & Acoustic Guitars Crescendo With Strings And Punchy Drums @ 157.,100,198,SPRING ROAD,Kaptain,Olivier Unia,1286,1979;2008;2034;2095;2169;3410,10/11/2017
KAPT_KAPT_0064_01501,Life Clock,"Dramedy/Fantasy. Mysterious And Charming. Bouncy Pizzicato, Sustained Glockenspiel And Toy Piano,With Malicious Clarinet, Intriguing Strings & Percs.",100,133,A MYSTERIOUS FAIRYTALE,Kaptain,Raphael Joly,1222,2034,11/29/2017
KAPT_KAPT_0066_05401,Clubhouse (30s),Club/Fashion. Punchy & Dancing. Synth Sequences & Tabs Over A Powerful Electro Beat.,127,30,ELECTROSHOCK 2,Kaptain,Sleever,1121,1953;2008;2034,10/11/2017
KAPT_KAPT_0067_01901,Stop Thief,"Dramedy/TV Series. Suspense & Inquisitive. String Orchestra, Clarinet, Flutes & Catchy Perc Ensemble.",125,107,PIZZICATI & COMEDY,Kaptain,Mathieu Ledreau,1222,,11/29/2017
KAPT_KAPT_0068_03101,Cartoon Corner (Light Vs),"Comedy/Cartoon. Catchy And Positive. Bubbly String Ensemble, Malicious Flute And Xylophone.",80,89,FAMILY ADVENTURES,Kaptain,Charlie Nguyen Kim,1222,,11/29/2017
KAPT_KAPT_0068_04901,On The Way To Park (Underscore),"Comedy/Childhood. Cheerful & Happy. String Orchestra, Glockenspiel & Xylophone Over A Light Percs Ensemble.",120,116,FAMILY ADVENTURES,Kaptain,Thomas Parisch,1222,,11/29/2017
KAPT_KAPT_0069_01601,Date With Danger (Underscore),"Hip Hop Rock. Suspenseful And Investigation. Airy, Electric Guitar And Powerful Rock Riff Over A Catchy Hip Hop Beat With Bewitching Synth Tabs.",100,94,URBAN BEAT UNDERSCORE,Kaptain,Bamboo Jeans,1134,1974;2008;2046;2131,10/11/2017
KAPT_KAPT_0070_00301,Playful Street,"Comedy/Entertainment. Charming And Positive. Amusing Clarinet Melody, Pizz And Bubbly Brass Developing With A Guitar, Xylophone And Catchy Drums.",80,110,COMEDY CORNER,Kaptain,Charlie Nguyen Kim,1222,,11/29/2017
KAPT_KAPT_0071_00501,French Comedy,"French Cinema/Comedy. Flashback & Amusing. Piano, Accordion, Woodwinds, Strings & Brass Over Catchy Jazzy Drums.",120,107,FRENCH COMEDY MOVIES,Kaptain,Alain Mouysset,1222,2057,10/11/2017
KAPT_KAPT_0073_08001,Inspiration (30s),"Ambient Electro. Relaxation & Investigation. Introspective & Questioning. Synths, Piano, Strings, Rhythm & Electronic Percussion.",107,30,FUTURE ECOLOGY,Kaptain,Michael Benghiat,1222,1933;2034;2169;2173,10/11/2017
KAPT_KAPT_0081_03601,Patience (Alt Vs),"Orchestral. Drama & Investigation. Suspenseful & Disturbing. String Orchestra, Piano & Synths.",120,92,CRIMINAL AFFAIRS,Kaptain,Elisabeth Skornik,1222,,11/29/2017
KAPT_KAPT_0083_01601,Ethnic Rite,"Investigation/Crime Series. Mysterious & Mystical. Captivating Synths Layers, Outstanding Marimba & Far Cello With Ethnic Percs.",120,152,ETHNIC SOUNDSCAPES,Kaptain,Yannis Dumoutiers,1124,,11/29/2017
KAPT_KAPT_0084_00101,Spring Break,"Teenage Rock. Lively, Fun. Happy Sunny Day With Friends.",103,121,SPRING BREAK,Kaptain,Charlie Nguyen Kim,1323,2008,11/29/2017
KAPT_KAPT_0084_00701,Very Good Trip,"Rock. Drums, Electric & Bass Guitars & Synth. Modern Cinema Road Trip & Sports Gag. Insane, Fun & Punchy.",100,178,SPRING BREAK,Kaptain,Jeremy Poligne,1322,2008,11/29/2017
KAPT_KAPT_0084_01101,Simply Positive,"Pop Rock. Positive & Punchy Catch. Electric & Acoustic Guitars, Rhythm, Keyboards & Glockenspiel.",80,98,SPRING BREAK,Kaptain,David Ohana,1286,2004;2008;2034;3410,11/29/2017
KAPT_KAPT_0091_02201,Funny Time (No Perc),"Comedy/TV Series. Catchy & Amusing. Obsessive String Orchestra, Piano, Woodwinds Interventions & Xylophone.",76,91,Dramedy & Light Comedy,Kaptain,Mathieu Ledreau,1222,,08/21/2019
KAPT_KAPT_0091_05401,My New Neighbors (30s),"Electro Orchestral. Bloopers & Comedy. Suspenseful & Inquisitive. Pizz, Synth, Bass & Classical Percs.",107,30,Dramedy & Light Comedy,Kaptain,Davy Bernagoult,1222,,08/21/2019
KAPT_KAPT_0094_01601,Disturbed State,"Ambient Electronica. Investigation & Drama. Suspense & Introspective. Electric Guitar, Synth, Strings & Sound Design.",115,124,Under Surveillance,Kaptain,Christophe Lebled,1360,2034;2173,08/21/2019
KAPT_KAPT_0094_05801,Unstable Mind (Alt Vs),"Ambient Electro. Police Series And Investigation. Introspective And Bewitching. Synth, String Orchestra And Electro Percussions.",103,101,Under Surveillance,Kaptain,Sophia Morizet,1222,1933;2173,08/21/2019
KAPT_KAPT_0097_01801,Manic Action,"Promos/Trailer. Frenetic & Pulsing Strings, Haunting Choirs, Classical & Electronic Percs & Brass. Hostile, Menacing & Urgent. A Load Of Wild Animals!",107,102,Epic Action Heroes,Kaptain,Andrew Pearce,1222,,08/21/2019
KAPT_KAPT_0103_04501,Mysterious Past (30s),"Cinematic Orchestral. Poignant & Moving. Symphony Orchestra, Piano & Flutes Growing Over A Light Percs Rhythmic. A Destiny !",130,30,Forgotten Stories,Kaptain,Yannis Dumoutiers,1222,2034;2169,08/21/2019
KAPT_KAPT_0104_01801,Schizophonic,"Orchestral. Urgent, Frantic, Tormented & Disoriented. Piano, Strings, Harp & Percussions. Break @ 021 & 042 & 059",78,67,Human Drama,Kaptain,Xavier Berthelot,1222,,08/21/2019
KAPT_KAPT_0104_05801,Melancholic Moment (Orchestra Only),Cinematic & Dramatic Orchestral. Moving & Nostalgic. Growing Touching Piano Melody Over A Poignant Orchestra.,85,121,Human Drama,Kaptain,Elisabeth Skornik,1222,,08/21/2019
KAPT_KAPT_0109_01101,Saying Sorry,Cinematic & Romantic Orchestral. Melancholic & Moving. Touching Piano Melody Growing With A Poignant String Orchestra.,142,148,Of Love & Destiny,Kaptain,Thomas Parisch,1222,2034,08/21/2019
KAPT_KAPT_0112_03001,Summer Beach Party (No Voices),Clubbing/Reality TV. Dancing & Catchy. Synths Layers & Sequences Over An Electro Urban Beat.,133,150,Electro Party Mix,Kaptain,Sleever,1121,2008;2034;2098,08/21/2019
KAPT_KAPT_0113_00401,Cool Vibes,"Fashion/Magazine. Punchy & Trendy. Funky Electric Guitars, Synths Layers, Imposing Piano & Groovy Bass Over A Cool Catchy Electro Rhythmic.",103,107,Summer Vibes,Kaptain,Yannis Dumoutiers,1289,1930;2008;2148,08/21/2019
KAPT_KAPT_0113_06201,French Summer Anthem (30s),"Sport/Magazine. Positive & Catchy. Electro Pop Electric Guitars, Synths & Piano Over A Funky Beat. With The Anthem Of La Marseillaise...",113,30,Summer Vibes,Kaptain,Benjamin Salem,1134,2008;2041;2098,08/21/2019
KAPT_KAPT_0114_01801,Drive,"Hip Hop Electro. Police Series & Street Art. Urban & Catchy. Piano, Synths, Strings & Rhythmic.",95,109,Big Action Sports,Kaptain,David Ohana,1222,2008;2034;2046;2169,08/21/2019
KAPT_KAPT_0116_01401,Team Effort,"Sport/Emotion. Anthemic & Poignant. Aerial Electric Guitars, Touching Piano & Moving String Orchestra Over Catchy Rock Drums/Bass.",93,166,Team Spirit,Kaptain,Nicolas Deroo,1222,2008;2034;2166,08/21/2019
KAPT_KAPT_0119_02001,Dubstep Conquest (30s),Crime Series/Action. Punchy & Moving. Powerful Symphony Orchestra & Crescendo Growing Synths Layers Over A Determined Dub Steb Beat.,73,30,Street Squad,Kaptain,Clement Debethune,1222,1942;2008,01/05/2022
KAPT_KAPT_0120_02401,Fight For Survival (Underscore No Beat),Action/Sport. Interrogative & Determined. Powerful Symphony Orchestra & Percs Growing Crescendo Over Acid Synths Layers.,91,133,Indestructible (Cinematic Action),Kaptain,Sleever,1222,2034,01/05/2022
KAPT_KAPT_0121_06001,Irish Journey (No Violin),"Celtic Cinematic Orchestral. Carefree & Happy. String Orchestra, Bagpipe & Irish Flute Over An Acoustic Percs Ensemble.",133,107,Battle For The Throne,Kaptain,Thomas Parisch,1222,1997;2034;2169,01/05/2022
KAPT_KAPT_0122_02901,Christmas Lights (30s),"Cinematic/Childish Orchestral. Christmas. Tender/Moving. Touching Symphony Orchestra, Growing Bells Melody, Classical Percs & Small Bells.",115,30,Merry Kids,Kaptain,Mathieu Ledreau,1222,2034,01/05/2022
KAPT_KAPT_0122_07101,Whistle In The Snow (30s),"Christmas/Childhood. Peaceful/Positive. Repetitive Ukulele, Amusing Banjo, Xylophone, Piano, Catchy 60s Drums & Bass, Soothing Whistled Melody.",112,30,Merry Kids,Kaptain,Erazoff,1172,2034;2095,01/05/2022
KAPT_KAPT_0122_07901,Childhood Christmas (30s),"Light Comedy/TV Series. Christmas. Tender/Amusing. Bouncy String Orchestra, Charming Glockenspiel Melody & Marimba Interventions Over Bells.",105,30,Merry Kids,Kaptain,Aurelien Mergault,1222,,01/05/2022
